url,title,date,publisher,content
http://xinghuo.njit.edu.cn/info/1011/13106.htm,学校召开党委领导班子巡视整改专题民主生活会,2021-03-30,党委办公室 校长办公室,3月29日上午，学校在至勤楼·行政中心北楼303会议室召开党委领导班子巡视整改专题民主生活会。省委巡视办副主任朱永安同志到会全程指导，校党委书记史国君主持会议。全体在宁校党委领导班子成员出席会议，党办、纪委机关主要负责人列席会议。
http://xinghuo.njit.edu.cn/info/1011/13103.htm,我校与江苏方天电力有限公司共建研究生工作站,2021-03-30,,3月24日，我校与江苏方天电力有限公司共建“江苏省研究生工作站”在方天电力公司举行了揭牌仪式。我校党委常委、副院长张仰飞，江苏方天电力有限公司总经理潘志新、书记张天培出席揭牌仪式。
http://xinghuo.njit.edu.cn/info/1011/13101.htm,我校召开2021年目标考核工作布置会,2021-03-29,党委办公室 校长办公室,3月29日下午，我校在至勤楼·行政中心二楼多功能厅召开2021年目标考核工作布置会。全体校领导及中层干部参加会议。会议由党委常委、副院长朱晓春主持。
http://xinghuo.njit.edu.cn/info/1011/13100.htm,我校召开2021年全面从严治党工作会议,2021-03-29,党委办公室 纪委办公室,  3月29日下午，我校在至勤楼·行政中心二楼多功能厅召开全面从严治党工作会议。校党委书记史国君出席会议并讲话，校党委常委、纪委书记赵立法作纪检监察工作报告。会议由校党委副书记、副院长曹雪虹主持，全体校领导、党委委员、纪委委员、全体中层干部、二级基层党组织纪检委员等参加会议。
http://xinghuo.njit.edu.cn/info/1011/13093.htm,第269名！我校在2021年校友会中国大学排名中创新高,2021-03-28,发展与对外合作处,
http://xinghuo.njit.edu.cn/info/1011/13092.htm,甘肃省教育厅党组书记、厅长王海燕一行来我校考察调研,2021-03-28,党委办公室 校长办公室,3月26日，甘肃省教育厅党组书记、厅长王海燕率队来我校考察调研。校党委书记史国君，党委常委、副院长郑锋热情接待了来宾。
http://xinghuo.njit.edu.cn/info/1011/13091.htm,【校际交流】河南工程学院赵金安副院长一行来我校调研,2021-03-26,教务处,3月24日上午，河南工程学院副院长赵金安率人事处、教务处、招生就业处、创新创业学院、发展规划处负责人一行8人来我校调研考察并举行交流座谈，校党委常委、副院长郑锋接待了来访嘉宾。
http://xinghuo.njit.edu.cn/info/1011/13084.htm,国电南京自动化股份有限公司 纪委书记孙学军一行来我校考察交流,2021-03-25,纪委办公室,3月25日，国电南京自动化股份有限公司纪委书记孙学军一行来我校考察交流纪检监察工作。校党委常委、纪委书记赵立法以及校纪委相关负责同志与来宾座谈交流。
http://xinghuo.njit.edu.cn/info/1011/13082.htm,终结结核流行  自由健康呼吸——我校开展“世界防治结核病日”宣传活动,2021-03-25,门诊部 健康教育指导中心,3月24日是第26个“世界防治结核病日”，今年的宣传主题是“终结结核流行，自由健康呼吸”。为了让全校师生更好地了解结核病防治政策和防治知识，门诊部、健康教育指导中心近期开展了一系列结核病防治宣传活动。
http://xinghuo.njit.edu.cn/info/1011/13081.htm,我校召开网络信息安全专题工作会议,2021-03-25,网络与信息中心,3月24日上午，我校网络信息安全专题工作会议在行政北楼305召开，网络安全与信息化领导小组主要成员参加会议，会议由党委常委、副院长，网络安全与信息化领导小组常务副组长杨征宇主持。
http://xinghuo.njit.edu.cn/info/1011/13080.htm,学校纪委召开纪检干部 “学恩来精神、守初心使命”主题教育交流会,2021-03-25,纪委办公室,3月23日，学校纪委在行政北楼303会议室召开纪检干部“学恩来精神、守初心使命”主题教育交流会，深入贯彻全省纪检监察系统“学恩来精神、守初心使命”专题教育活动要求，总结交流心得体会，部署推进下一步工作。校党委常委、纪委书记（监察专员）赵立法出席会议并讲话，校纪委委员、各二级基层党组织纪检委员、校纪委机关全体同志参加会议。
http://xinghuo.njit.edu.cn/info/1011/13076.htm,国家人社部专家组来我校进行第五批全国创业孵化示范基地推荐认定现场核查,2021-03-24,学生工作处,3月23日下午，由宁夏回族自治区就业与创业服务局副局长徐建成、四级调研员黎立组成的国家人社部专家组来我校，通过查阅资料、实地考察、座谈交流等方式对大学生创业园“天印梦工场”进行第五批全国创业孵化示范基地推荐认定现场核查。校党委书记史国君，党委常委、副院长张仰飞全程出席核查活动。
http://xinghuo.njit.edu.cn/info/1011/13077.htm,学校纪委召开纪检干部工作例会 对纪检监察干部开展党史学习教育提出要求,2021-03-24,纪委办公室,3月23日，在学校党委召开党史学习教育动员大会后，学校纪委召开纪检干部工作例会，传达学习上级会议精神，对全校纪检监察干部开展党史学习教育提出要求，并研究部署年度重点工作。校党委常委、纪委书记（监察专员）赵立法出席会议并讲话，校纪委委员、各二级基层党组织纪检委员、校纪委机关全体同志参加会议。
http://xinghuo.njit.edu.cn/info/1011/13071.htm,我校与韩国又松大学签署校际合作框架协议,2021-03-21,国际合作与交流处,3月19日下午，韩国又松大学（Woosong University）驻南京办公室主任高忠义、驻南京办公室项目负责人蒋彬访问我校，就推动两校的国际合作展开了务实的交流和研讨。校党委副书记濮励杰、国际处相关负责人接待了来宾。
http://xinghuo.njit.edu.cn/info/1011/13070.htm,张仰飞副院长率队赴兄弟高校开展“十四五”规划专题调研,2021-03-21,发展与对外合作处,3月16日-19日，党委常委、副院长张仰飞率“十四五”规划编制工作办公室及部分专项规划牵头部门负责人先后赴常州大学、上海电力大学、上海工程技术大学、浙江科技学院、杭州电子科技大学开展“十四五”规划专题调研工作。
http://xinghuo.njit.edu.cn/info/1011/13069.htm,我校杭州校友联谊会筹备会议在杭召开,2021-03-19,校友会办公室,3月18日下午，我校杭州校友联谊会筹备会议在杭州召开，党委常委、副院长，校友总会副会长兼秘书长张仰飞出席会议并讲话。
http://xinghuo.njit.edu.cn/info/1011/13063.htm,我校召开党史学习教育动员大会,2021-03-18,党委宣传部,3月18日，我校召开党史学习教育动员大会，深入学习贯彻落实习近平总书记在党史学习教育动员大会上的重要讲话精神，对学校开展党史学习教育活动进行动员部署。校党委书记、校党史学习教育领导小组组长史国君作动员讲话，大会由党委副书记、副院长、校党史学习教育领导小组副组长曹雪虹主持。全体在宁校领导出席大会。
http://xinghuo.njit.edu.cn/info/1011/13059.htm,“墨彩浸润，书香满园”洪志钧书法作品展在图书馆文化长廊开展,2021-03-18,图书馆,3月17日下午，“墨彩浸润，书香满园”——洪志钧书法作品展在我校文博苑·逸夫图书信息中心文化长廊开幕。校党委副书记、副院长曹雪虹参加开幕式、为书法展揭幕并致辞。
http://xinghuo.njit.edu.cn/info/1011/13057.htm,江苏省知识产权局副局长施蔚一行来校调研,2021-03-18,科技与产业处,3月16日下午，江苏省知识产权局副局长施蔚一行在南京市知识产权局领导的陪同下来校，就知识产权管理、智能制造产业知识产权运营中心建设等事宜开展实地调研。校党委常委、副院长朱晓春至科创楼206会议室接待了来宾并座谈。科技与产业处相关负责人参加了调研会。
http://xinghuo.njit.edu.cn/info/1011/13056.htm,我校组织收看全省教育系统传达学习2021年全国两会精神视频报告会,2021-03-17,党委宣传部,3月16日下午，江苏省委教育工委、省教育厅召开全省教育系统传达学习2021年全国两会精神视频报告会。全国人大代表、省教育厅厅长、省委教育工委书记葛道凯主持报告会并讲话。全国政协委员、南京工业大学校长乔旭，全国人大代表、苏州大学校长熊思东分别传达全国政协、人大会议精神。我校全体在宁校领导、中层干部在行政中心二楼多功能厅集中收看视频报告会。
http://xinghuo.njit.edu.cn/info/1011/13055.htm,我校被评为“2020年全省高校毕业生就业工作量化考核A等高校”,2021-03-17,学生工作处,近日，江苏省教育厅公布了2020年全省高校毕业生就业工作量化考核情况，根据《省教育厅关于印发2020年江苏高校毕业生就业工作量化考核实施办法的通知》（苏教学函〔2020〕5号）有关要求，我校顺利通过考核并被评为“2020年高校毕业生就业工作量化考核A等高校”。
http://xinghuo.njit.edu.cn/info/1011/13053.htm,我校举行2021年春季入伍新兵欢送大会,2021-03-17,学生工作处,3月15日下午，我校2021年春季新兵欢送大会在南京交通职业技术学院行政楼会议室举行。我校党委常委、副院长张仰飞，学校人武部负责同志、相关二级学院辅导员代表以及部分学生家长出席大会。
http://xinghuo.njit.edu.cn/info/1011/13100.htm,我校召开2021年全面从严治党工作会议,2021-03-29,党委办公室 纪委办公室,  3月29日下午，我校在至勤楼·行政中心二楼多功能厅召开全面从严治党工作会议。校党委书记史国君出席会议并讲话，校党委常委、纪委书记赵立法作纪检监察工作报告。会议由校党委副书记、副院长曹雪虹主持，全体校领导、党委委员、纪委委员、全体中层干部、二级基层党组织纪检委员等参加会议。
http://xinghuo.njit.edu.cn/info/1011/13093.htm,第269名！我校在2021年校友会中国大学排名中创新高,2021-03-28,发展与对外合作处,
http://xinghuo.njit.edu.cn/info/1011/13092.htm,甘肃省教育厅党组书记、厅长王海燕一行来我校考察调研,2021-03-28,党委办公室 校长办公室,3月26日，甘肃省教育厅党组书记、厅长王海燕率队来我校考察调研。校党委书记史国君，党委常委、副院长郑锋热情接待了来宾。
http://xinghuo.njit.edu.cn/info/1011/13091.htm,【校际交流】河南工程学院赵金安副院长一行来我校调研,2021-03-26,教务处,3月24日上午，河南工程学院副院长赵金安率人事处、教务处、招生就业处、创新创业学院、发展规划处负责人一行8人来我校调研考察并举行交流座谈，校党委常委、副院长郑锋接待了来访嘉宾。
http://xinghuo.njit.edu.cn/info/1011/13084.htm,国电南京自动化股份有限公司 纪委书记孙学军一行来我校考察交流,2021-03-25,纪委办公室,3月25日，国电南京自动化股份有限公司纪委书记孙学军一行来我校考察交流纪检监察工作。校党委常委、纪委书记赵立法以及校纪委相关负责同志与来宾座谈交流。
http://xinghuo.njit.edu.cn/info/1011/13082.htm,终结结核流行  自由健康呼吸——我校开展“世界防治结核病日”宣传活动,2021-03-25,门诊部 健康教育指导中心,3月24日是第26个“世界防治结核病日”，今年的宣传主题是“终结结核流行，自由健康呼吸”。为了让全校师生更好地了解结核病防治政策和防治知识，门诊部、健康教育指导中心近期开展了一系列结核病防治宣传活动。
http://xinghuo.njit.edu.cn/info/1011/13081.htm,我校召开网络信息安全专题工作会议,2021-03-25,网络与信息中心,3月24日上午，我校网络信息安全专题工作会议在行政北楼305召开，网络安全与信息化领导小组主要成员参加会议，会议由党委常委、副院长，网络安全与信息化领导小组常务副组长杨征宇主持。
http://xinghuo.njit.edu.cn/info/1011/13080.htm,学校纪委召开纪检干部 “学恩来精神、守初心使命”主题教育交流会,2021-03-25,纪委办公室,3月23日，学校纪委在行政北楼303会议室召开纪检干部“学恩来精神、守初心使命”主题教育交流会，深入贯彻全省纪检监察系统“学恩来精神、守初心使命”专题教育活动要求，总结交流心得体会，部署推进下一步工作。校党委常委、纪委书记（监察专员）赵立法出席会议并讲话，校纪委委员、各二级基层党组织纪检委员、校纪委机关全体同志参加会议。
http://xinghuo.njit.edu.cn/info/1011/13076.htm,国家人社部专家组来我校进行第五批全国创业孵化示范基地推荐认定现场核查,2021-03-24,学生工作处,3月23日下午，由宁夏回族自治区就业与创业服务局副局长徐建成、四级调研员黎立组成的国家人社部专家组来我校，通过查阅资料、实地考察、座谈交流等方式对大学生创业园“天印梦工场”进行第五批全国创业孵化示范基地推荐认定现场核查。校党委书记史国君，党委常委、副院长张仰飞全程出席核查活动。
http://xinghuo.njit.edu.cn/info/1011/13077.htm,学校纪委召开纪检干部工作例会 对纪检监察干部开展党史学习教育提出要求,2021-03-24,纪委办公室,3月23日，在学校党委召开党史学习教育动员大会后，学校纪委召开纪检干部工作例会，传达学习上级会议精神，对全校纪检监察干部开展党史学习教育提出要求，并研究部署年度重点工作。校党委常委、纪委书记（监察专员）赵立法出席会议并讲话，校纪委委员、各二级基层党组织纪检委员、校纪委机关全体同志参加会议。
http://xinghuo.njit.edu.cn/info/1011/13071.htm,我校与韩国又松大学签署校际合作框架协议,2021-03-21,国际合作与交流处,3月19日下午，韩国又松大学（Woosong University）驻南京办公室主任高忠义、驻南京办公室项目负责人蒋彬访问我校，就推动两校的国际合作展开了务实的交流和研讨。校党委副书记濮励杰、国际处相关负责人接待了来宾。
http://xinghuo.njit.edu.cn/info/1011/13070.htm,张仰飞副院长率队赴兄弟高校开展“十四五”规划专题调研,2021-03-21,发展与对外合作处,3月16日-19日，党委常委、副院长张仰飞率“十四五”规划编制工作办公室及部分专项规划牵头部门负责人先后赴常州大学、上海电力大学、上海工程技术大学、浙江科技学院、杭州电子科技大学开展“十四五”规划专题调研工作。
http://xinghuo.njit.edu.cn/info/1011/13069.htm,我校杭州校友联谊会筹备会议在杭召开,2021-03-19,校友会办公室,3月18日下午，我校杭州校友联谊会筹备会议在杭州召开，党委常委、副院长，校友总会副会长兼秘书长张仰飞出席会议并讲话。
http://xinghuo.njit.edu.cn/info/1011/13063.htm,我校召开党史学习教育动员大会,2021-03-18,党委宣传部,3月18日，我校召开党史学习教育动员大会，深入学习贯彻落实习近平总书记在党史学习教育动员大会上的重要讲话精神，对学校开展党史学习教育活动进行动员部署。校党委书记、校党史学习教育领导小组组长史国君作动员讲话，大会由党委副书记、副院长、校党史学习教育领导小组副组长曹雪虹主持。全体在宁校领导出席大会。
http://xinghuo.njit.edu.cn/info/1011/13059.htm,“墨彩浸润，书香满园”洪志钧书法作品展在图书馆文化长廊开展,2021-03-18,图书馆,3月17日下午，“墨彩浸润，书香满园”——洪志钧书法作品展在我校文博苑·逸夫图书信息中心文化长廊开幕。校党委副书记、副院长曹雪虹参加开幕式、为书法展揭幕并致辞。
http://xinghuo.njit.edu.cn/info/1011/13057.htm,江苏省知识产权局副局长施蔚一行来校调研,2021-03-18,科技与产业处,3月16日下午，江苏省知识产权局副局长施蔚一行在南京市知识产权局领导的陪同下来校，就知识产权管理、智能制造产业知识产权运营中心建设等事宜开展实地调研。校党委常委、副院长朱晓春至科创楼206会议室接待了来宾并座谈。科技与产业处相关负责人参加了调研会。
http://xinghuo.njit.edu.cn/info/1011/13056.htm,我校组织收看全省教育系统传达学习2021年全国两会精神视频报告会,2021-03-17,党委宣传部,3月16日下午，江苏省委教育工委、省教育厅召开全省教育系统传达学习2021年全国两会精神视频报告会。全国人大代表、省教育厅厅长、省委教育工委书记葛道凯主持报告会并讲话。全国政协委员、南京工业大学校长乔旭，全国人大代表、苏州大学校长熊思东分别传达全国政协、人大会议精神。我校全体在宁校领导、中层干部在行政中心二楼多功能厅集中收看视频报告会。
http://xinghuo.njit.edu.cn/info/1011/13055.htm,我校被评为“2020年全省高校毕业生就业工作量化考核A等高校”,2021-03-17,学生工作处,近日，江苏省教育厅公布了2020年全省高校毕业生就业工作量化考核情况，根据《省教育厅关于印发2020年江苏高校毕业生就业工作量化考核实施办法的通知》（苏教学函〔2020〕5号）有关要求，我校顺利通过考核并被评为“2020年高校毕业生就业工作量化考核A等高校”。
http://xinghuo.njit.edu.cn/info/1011/13053.htm,我校举行2021年春季入伍新兵欢送大会,2021-03-17,学生工作处,3月15日下午，我校2021年春季新兵欢送大会在南京交通职业技术学院行政楼会议室举行。我校党委常委、副院长张仰飞，学校人武部负责同志、相关二级学院辅导员代表以及部分学生家长出席大会。
http://xinghuo.njit.edu.cn/info/1011/13048.htm,师生同植海棠树 种下信念和希望,2021-03-12,后勤保障处,阳春三月，草长莺飞，第43个植树节带着春天的气息如期而至。3月12日一大早，在这大地回春，万物复苏之际，全体在宁校领导带领所担任第二班主任的班级同学们、相关单位负责人和各学院部分师生，在图书馆东侧学海湾绿地种植垂丝海棠等花木，为美丽校园增绿添彩。
http://xinghuo.njit.edu.cn/info/1011/13047.htm,开门问计 多方“把脉”谋新局——我校召开“十四五”事业发展规划系列座谈会,2021-03-12,发展与对外合作处,开门问计，方知虚实；凝思聚智，方得良策。为了高质量完成学校“十四五”规划编制工作，3月8日—12日，学校连续召开七场座谈会，广泛听取校内各方面代表对学校“十四五”事业发展规划和2035远景目标征求意见稿的意见和建议。
http://xinghuo.njit.edu.cn/info/1011/13045.htm,开学第一周 我校线上教学运行平稳有序,2021-03-10,教学质量管理办公室,根据江苏省和学校有关疫情防控精神以及学生返校安排，3月1日—3月14日这两周学校以在线教学为主。线上教学已一周有余，开课情况如何？教学效果如何？3月9日下午，党委书记史国君，党委副书记、副院长曹雪虹，党委常委、副院长郑锋及相关职能部门负责人通过网络平台，对全校线上教学运行情况进行全面巡视，查看了全校在线教学的实时运行情况并进入课堂在线听课，了解线上教学效果。校领导还与师生们在线上进行交流，对师生携手克服困难顺利开展线上“教”与“学”的努力给予充分肯定，勉励大家以强烈的责任感和使命感，进一步推进线上教学取得实质性效果，为学校教学智慧化建设做出贡献。
http://xinghuo.njit.edu.cn/info/1011/13044.htm,学校党风廉政建设协调小组举行2021年第一次联席会议,2021-03-10,纪委办公室,3月9日上午，学校党风廉政建设和反腐败工作协调小组相关成员单位举行联席会议，传达学习中纪委五次全会和省纪委六次全会精神，研究讨论我校2021年度全面从严治党和党风廉政建设“两个责任”清单，通报交流各领域推进落实党风廉政建设工作计划，进一步明确健全我校党风廉政建设协调体系的工作举措。校党委常委、纪委书记赵立法主持会议，学校党办校办、组织、宣传、人事、财务、审计、纪委机关等党风廉政建设和反腐败工作协调小组各成员单位负责同志参加会议。
http://xinghuo.njit.edu.cn/info/1011/13042.htm,省委第六巡视组向南京工程学院党委反馈巡视情况,2021-03-09,清风扬帆网,根据省委巡视工作领导小组部署，近日，省委第六巡视组向南京工程学院党委反馈巡视情况。省纪委副书记、省监委副主任、省委巡视工作领导小组成员、省委巡视办主任马士光主持召开向南京工程学院党委书记史国君的反馈会议，传达了省委书记娄勤俭同志在省委书记专题会议上关于巡视工作的讲话精神，出席向南京工程学院党委领导班子反馈巡视情况会议，对抓好巡视整改工作提出要求。省委第六巡视组组长陈荣桂代表省委巡视组分别向史国君和南京工程学院党委领导班子反馈了巡视情况。史国君主持向领导班子反馈会议并作表态发言。
http://xinghuo.njit.edu.cn/info/1011/13035.htm,我校5个专业入选2020年度国家级一流本科专业建设点,2021-03-05,教务处,近日，教育部公布了2020年度国家级一流本科专业建设点名单。我校机械电子工程、材料科学与工程、能源与动力工程、电子信息工程、市场营销5个专业入选，加之首批入选的机械设计制造及其自动化、电气工程及其自动化、产品设计3个专业，目前我校共有8个国家级一流本科专业建设点。
http://xinghuo.njit.edu.cn/info/1011/13034.htm,我校党委理论学习中心组举行集体学习会,2021-03-04,党委宣传部,3月4日下午，我校党委理论学习中心组在至勤楼·行政中心北303会议室举行2021年度第一次集体学习会。党委书记史国君主持学习会并作总结讲话。党委常委、两委委员、二级基层党组织负责人参加学习。
http://xinghuo.njit.edu.cn/info/1011/13029.htm,我校新增三个“四新”本科专业,2021-03-03,教务处,根据教育部近日发布的《教育部关于公布2020年度普通高等学校本科专业备案和审批结果的通知》（教高函〔2021〕1号），我校共获批增设3个新兴本科专业。此次获批新增的3个专业是储能科学与工程、大数据管理与应用、智能建造，这是我校近年来深化“新工科”改革、布局“新文科”发展，聚焦国家和地方经济社会及产业发展需求，推进传统专业转型升级，布局服务新兴行业产业发展需求的新专业，不断优化专业布局，提升服务经济社会高质量发展能力的又一举措。
http://xinghuo.njit.edu.cn/info/1011/13028.htm,携手她力量 奋进新征程——我校举办“庆三八•方山健身行”活动,2021-03-03,校工会,人间最美三月天，春满方山绽芳华；巾帼携手她力量，同心奋进新征程。3月3日下午，在第111个“三八”国际劳动妇女节即将来临之际，我校传统特色活动——庆“三八”方山健身行活动在方山地质公园如期举行。全校700多名女教职工热情参与了此次活动。校党委书记史国君，党委副书记、副院长曹雪虹，党委副书记濮励杰来到活动现场，为默默奉献、辛勤耕耘在教学、科研、管理、服务各岗位上的全校女教职工同胞们致以节日的问候和美好的祝愿！
http://xinghuo.njit.edu.cn/info/1011/13025.htm,师生平安返校 线上教学开启 携手“犇”向新学期,2021-03-01,党委办公室 校长办公室,2月28日—3月3日，是我校2021年春学期开学的日子。校门前，熟悉的蓝色遮阳棚、测体温区、APP扫码签到处……再次映入眼帘，南工程学子将分批次错峰回到春暖花开的校园，携手“犇”向新学期。
http://xinghuo.njit.edu.cn/info/1011/13024.htm,发扬“三牛精神” 奋进“十四五”新征程——我校召开新学期干部教师代表大会全面部署2021年工作,2021-02-27,党委办公室、校长办公室,2月27日上午，我校在科创园天印会议中心学术报告厅召开干部教师代表大会，回顾总结2020年工作，认真分析学校面临的形势与挑战，安排部署2021年重点工作。会议由校党委书记史国君主持。学校中层及以上干部，各教育教学单位教师代表参会。
http://xinghuo.njit.edu.cn/info/1011/13016.htm,我校应邀出席中芬应用科学大学联合会签约仪式,2021-02-06,国际合作与交流处,2月4日下午，由中国教育国际交流协会与芬兰应用科学大学校长联盟（ARENE）共同发起的“中芬应用科学大学联合会”（Sino-Finnish Alliance of Universities of Applied Sciences）备忘录签署仪式以线上视频会议的形式举行。我校作为中芬应用科学大学联合会成员之一，受邀参加签约仪式，党委副书记濮励杰和国际处相关人员参会。
http://xinghuo.njit.edu.cn/info/1011/13013.htm,史国君书记在2021年全省教育工作会议上作交流发言,2021-02-04,党委办公室 校长办公室,2月3日上午，2021年全省教育工作会议在南京召开。会议传达了省委书记娄勤俭、省长吴政隆对全省教育工作的批示精神。省教育厅厅长、省委教育工委书记葛道凯在会上全面总结2020年和“十三五”教育工作，对“十四五”特别是2021年全省教育重点工作进行部署。我校全体校领导、职能部门和教育教学单位主要负责人在学校分会场参加会议。 
http://xinghuo.njit.edu.cn/info/1011/13002.htm,学校召开2020年度党委领导班子民主生活会,2021-01-21,党委办公室 校长办公室,按照省纪委机关和省委组织部的统一部署和要求，日前，学校在至勤楼•行政中心北楼303会议室召开2020年度校党委领导班子民主生活会。省纪委十四室副主任舒文良同志到会指导。校党委书记史国君同志主持会议。校党委领导班子全体成员出席会议，党办、纪委机关主要负责人列席会议。
http://xinghuo.njit.edu.cn/info/1011/12992.htm,我校召开校友联络员工作会议,2021-01-19,校友会办公室,1月17日下午，我校在至勤楼·行政中心北305会议室召开校友联络员工作会议，党委副书记、院长史金飞，党委常委、副院长张仰飞出席会议，校友会办公室负责人、校级校友联络员等参加会议。
http://xinghuo.njit.edu.cn/info/1011/12991.htm,校领导看望慰问离退休老同志,2021-01-18,离退休工作处,1月17日、18日，寒假伊始，校党委书记史国君，党委副书记、副院长曹雪虹，代表校党委和行政，专程看望慰问冯轩、王书城、朱月成、李传祚、李景鹏等离退休老领导、老教授、老同志代表，给他们拜个早年，送上全校师生员工对老前辈们最美好的祝福。
http://xinghuo.njit.edu.cn/info/1011/12988.htm,我校召开2021年度工作研讨会,2021-01-17,党委办公室 校长办公室,1月16日，学校以“推进‘十四五’规划编制工作，谋划2021年重点工作”为主题，召开学校年度研讨会，全体领导班子成员和有关职能部门负责人参加会议。会议由校党委书记史国君主持。
http://xinghuo.njit.edu.cn/info/1011/12982.htm,凝聚共识 同向发力——校党委就学校2021年工作听取党外人士意见建议,2021-01-15,党委组织部 统战部,1月15日上午，我校在至勤楼·行政中心北303会议室举行党外人士座谈会，就学校2021年工作听取各党外人士的意见和建议。校党委书记史国君，党委副书记濮励杰出席座谈会，民盟、民进、九三、民革等民主党派基层组织代表、无党派人士代表、党外知识分子联谊会代表及相关部门负责人与会。会议由党委常委、党委组织部、统战部部长朱松青主持。
http://xinghuo.njit.edu.cn/info/1011/12970.htm,学校召开2020年度江苏省地方普通高校综合考核工作汇报会,2021-01-14,党委组织部,1月13日上午，学校2020年度江苏省地方普通高校综合考核工作汇报会在至勤楼•行政中心多功能厅召开。省委第九综合考核组全体成员，校领导、两委委员、中层正职、区级以上人大代表、政协委员、民主党派负责人、教授代表以及党政管理部门副职干部参加会议。会议由党委书记史国君主持。
http://xinghuo.njit.edu.cn/info/1011/12965.htm,“百校对接计划”南京工程学院迎岗会举行,2021-01-14,科技与产业处,1月12日上午，“百校对接计划”南京工程学院迎岗会在我校至勤楼•行政中心305会议室举行。校党委书记史国君，校党委常委、副院长朱晓春，校党委常委、组织部部长朱松青，南京经开区党工委副书记陈乙华，南京经开区工委组织人事部部长罗红玲出席会议，为到我校挂职的南京经开区管委会科技人才局（知识产权局）副局长卢文俊举行欢迎仪式。
http://xinghuo.njit.edu.cn/info/1011/13047.htm,开门问计 多方“把脉”谋新局——我校召开“十四五”事业发展规划系列座谈会,2021-03-12,发展与对外合作处,开门问计，方知虚实；凝思聚智，方得良策。为了高质量完成学校“十四五”规划编制工作，3月8日—12日，学校连续召开七场座谈会，广泛听取校内各方面代表对学校“十四五”事业发展规划和2035远景目标征求意见稿的意见和建议。
http://xinghuo.njit.edu.cn/info/1011/13045.htm,开学第一周 我校线上教学运行平稳有序,2021-03-10,教学质量管理办公室,根据江苏省和学校有关疫情防控精神以及学生返校安排，3月1日—3月14日这两周学校以在线教学为主。线上教学已一周有余，开课情况如何？教学效果如何？3月9日下午，党委书记史国君，党委副书记、副院长曹雪虹，党委常委、副院长郑锋及相关职能部门负责人通过网络平台，对全校线上教学运行情况进行全面巡视，查看了全校在线教学的实时运行情况并进入课堂在线听课，了解线上教学效果。校领导还与师生们在线上进行交流，对师生携手克服困难顺利开展线上“教”与“学”的努力给予充分肯定，勉励大家以强烈的责任感和使命感，进一步推进线上教学取得实质性效果，为学校教学智慧化建设做出贡献。
http://xinghuo.njit.edu.cn/info/1011/13044.htm,学校党风廉政建设协调小组举行2021年第一次联席会议,2021-03-10,纪委办公室,3月9日上午，学校党风廉政建设和反腐败工作协调小组相关成员单位举行联席会议，传达学习中纪委五次全会和省纪委六次全会精神，研究讨论我校2021年度全面从严治党和党风廉政建设“两个责任”清单，通报交流各领域推进落实党风廉政建设工作计划，进一步明确健全我校党风廉政建设协调体系的工作举措。校党委常委、纪委书记赵立法主持会议，学校党办校办、组织、宣传、人事、财务、审计、纪委机关等党风廉政建设和反腐败工作协调小组各成员单位负责同志参加会议。
http://xinghuo.njit.edu.cn/info/1011/13042.htm,省委第六巡视组向南京工程学院党委反馈巡视情况,2021-03-09,清风扬帆网,根据省委巡视工作领导小组部署，近日，省委第六巡视组向南京工程学院党委反馈巡视情况。省纪委副书记、省监委副主任、省委巡视工作领导小组成员、省委巡视办主任马士光主持召开向南京工程学院党委书记史国君的反馈会议，传达了省委书记娄勤俭同志在省委书记专题会议上关于巡视工作的讲话精神，出席向南京工程学院党委领导班子反馈巡视情况会议，对抓好巡视整改工作提出要求。省委第六巡视组组长陈荣桂代表省委巡视组分别向史国君和南京工程学院党委领导班子反馈了巡视情况。史国君主持向领导班子反馈会议并作表态发言。
http://xinghuo.njit.edu.cn/info/1011/13035.htm,我校5个专业入选2020年度国家级一流本科专业建设点,2021-03-05,教务处,近日，教育部公布了2020年度国家级一流本科专业建设点名单。我校机械电子工程、材料科学与工程、能源与动力工程、电子信息工程、市场营销5个专业入选，加之首批入选的机械设计制造及其自动化、电气工程及其自动化、产品设计3个专业，目前我校共有8个国家级一流本科专业建设点。
http://xinghuo.njit.edu.cn/info/1011/13034.htm,我校党委理论学习中心组举行集体学习会,2021-03-04,党委宣传部,3月4日下午，我校党委理论学习中心组在至勤楼·行政中心北303会议室举行2021年度第一次集体学习会。党委书记史国君主持学习会并作总结讲话。党委常委、两委委员、二级基层党组织负责人参加学习。
http://xinghuo.njit.edu.cn/info/1011/13029.htm,我校新增三个“四新”本科专业,2021-03-03,教务处,根据教育部近日发布的《教育部关于公布2020年度普通高等学校本科专业备案和审批结果的通知》（教高函〔2021〕1号），我校共获批增设3个新兴本科专业。此次获批新增的3个专业是储能科学与工程、大数据管理与应用、智能建造，这是我校近年来深化“新工科”改革、布局“新文科”发展，聚焦国家和地方经济社会及产业发展需求，推进传统专业转型升级，布局服务新兴行业产业发展需求的新专业，不断优化专业布局，提升服务经济社会高质量发展能力的又一举措。
